185	474.253484000	127.0.0.1	55068	127.0.0.1	5895	14	f4cbcb08c0260600010000000100
187	474.264080000	127.0.0.1	5895	127.0.0.1	55068	594	f4cb2509c1264a020001000000010000100074006500730074000000000042004f00540030003100000042004f00540030003200000042004f00540030003300000042004f00540030003400000042004f00540030003500000042004f00540030003600000042004f00540030003700000042004f00540030003800000042004f00540030003900000042004f00540031003000000042004f00540031003100000042004f00540031003200000042004f00540031003300000042004f00540031003400000042004f00540031003500000042004f00540031003600000042004f00540031003700000042004f00540031003800000042004f00540031003900000042004f00540032003000000042004f00540032003100000042004f00540032003200000042004f00540032003300000042004f00540032003400000042004f00540032003500000042004f00540032003600000042004f00540032003700000042004f00540032003800000042004f00540032003900000042004f00540033003000000042004f00540033003100000042004f00540033003200000042004f00540033003300000042004f00540033003400000042004f00540033003500000042004f00540033003600000042004f00540033003700000042004f00540033003800000042004f00540033003900000042004f00540034003000000042004f00540034003100000042004f00540034003200000042004f00540034003300000042004f00540034003400000042004f00540034003500000042004f00540034003600000042004f005400340037000000
188	474.265827000	127.0.0.1	55068	127.0.0.1	5895	14	bd815f08c2260600010000000100
